Region,Sales Channel,Company/Provider,Category,Segment,Volume Sales (Liters),Avg Price Per Liter (VND),Growth Rate (%),Numeric Distribution (%),Weighted Distribution (%),Out-of-Stock Rate (%),Market Share (%),Share of Shelf (%),Trial Rate (%),Repeat Rate (%),Sales Value (USD),Time,Volume Sales (Raw),Innovation Type
north,Modern Trade,MegaBeverages,TEA,Sparkling Water,87964,11166,10.5,69.1,32.48,15.03,23.22,28.62,46.97,34.12,100000,2022-03,85 kiloliters,New Flavor
SOUTH,Modern Trade,FreshDrinks,Water,Herbal Tea,34300,16510,unknown,93.25,83.32,27.54,2.98,26.88,24.97,36.28,string_value,2021/11/15,70 kiloliters,Downsize
south,Modern Trade,SmallBrand,TEA,Flavored Water,101928,12889,-2.5,37.77,43.85,14.5,24.97,3.86,23.84,37.3,1200000,August 2021,70000 liters,Upsize
north,Traditional Trade,BigCo,Water,Herbal Tea,31987,21799,-2.5,42.4,46.4,30.67,8.6,5.94,23.84,25.53,1200000,2020-12,70 kiloliters,New Segment
NORTH,Traditional Trade,MegaBeverages,TEA,Green Tea,45653,15656,10.5,60.01,83.45,17.69,20.98,6.89,46.54,42.56,100000,2020-12,70 kiloliters,Downsize
central,Traditional Trade,MegaBeverages,TEA,Green Tea,117842,14120,unknown,38.87,57.11,16.68,27.79,5.47,27.92,44.03,100000,August 2021,70 kiloliters,Completely New
south,Traditional Trade,FreshDrinks,Soft Drinks,Flavored Water,66546,11416,unknown,69.64,29.64,1.9,10.85,8.77,69.82,49.79,300000.50,2022-03,70000 liters,New Flavor
North,Traditional Trade,MegaBeverages,soft drinks,Herbal Tea,86291,16084,0,57.89,45.83,7.35,15.58,28.16,50.98,26.24,string_value,August 2021,85000 liters,Completely New
central,Modern Trade,FreshDrinks,water,Green Tea,49005,15895,15.0,49.92,70.55,45.85,14.43,33.57,67.34,20.58,1200000,2021/11/15,70000 liters,New Flavor
Central,Traditional Trade,FreshDrinks,Tea,Sparkling Water,48131,12048,0,41.9,32.19,49.91,5.57,17.53,61.48,26.56,300000.50,2021-08-01,70 kiloliters,Downsize
SOUTH,Modern Trade,BigCo,Water,Diet Soda,45776,18119,10.5,53.47,61.32,39.03,18.12,28.33,32.19,37.68,1200000,2022-03,85000 liters,Downsize
south,Traditional Trade,FreshDrinks,soft drinks,Diet Soda,127695,14294,0,72.56,68.67,14.34,22.55,9.6,43.95,43.47,100000,2021-08-01,70 kiloliters,Upsize
CENTRAL,Traditional Trade,BigCo,Water,Green Tea,30209,17080,10.5,70.3,44.07,20.12,27.59,38.98,45.47,24.05,string_value,August 2021,70000 liters,New Flavor
North,Modern Trade,FreshDrinks,Water,Herbal Tea,60545,22832,5.0,41.45,68.57,36.98,25.67,15.3,68.31,23.77,500000.0,2020-12,70000 liters,New Flavor
Central,Modern Trade,MegaBeverages,Soft Drinks,Green Tea,70108,13696,15.0,38.74,81.89,48.43,15.79,34.14,57.85,30.17,string_value,2021-08-01,85000 liters,New Segment
South,Traditional Trade,MegaBeverages,Tea,Herbal Tea,131884,20144,5.0,31.87,53.05,22.77,21.85,37.92,18.06,31.19,500000.0,2021-08-01,70000 liters,Upsize
north,Traditional Trade,SmallBrand,Water,Sparkling Water,70419,16677,5.0,30.87,46.8,41.48,24.22,34.86,36.25,33.56,300000.50,2020-12,70 kiloliters,Completely New
North,Traditional Trade,TinyStartups,soft drinks,Herbal Tea,59805,10035,10.5,91.59,37.58,48.75,15.31,4.55,22.15,27.5,500000.0,2021-08-01,85000 liters,Upsize
Central,Traditional Trade,TinyStartups,Tea,Green Tea,44335,8970,10.5,33.16,62.29,43.67,4.35,26.71,81.9,32.12,500000.0,2021-08-01,85 kiloliters,Completely New
south,Modern Trade,MegaBeverages,soft drinks,Sparkling Water,89730,18634,-2.5,81.19,81.59,11.36,13.7,6.56,57.64,30.25,300000.50,2020-12,70 kiloliters,New Flavor
central,Traditional Trade,FreshDrinks,WATER,Flavored Water,45841,13273,-2.5,91.04,42.73,0.4,25.43,2.22,43.39,30.32,string_value,2020-12,85 kiloliters,New Flavor
central,Modern Trade,MegaBeverages,tea,Diet Soda,71864,8220,15.0,36.86,47.74,24.6,18.3,3.97,37.22,39.6,300000.50,August 2021,85000 liters,Upsize
Central,Traditional Trade,TinyStartups,TEA,Green Tea,71547,14188,-2.5,60.54,48.46,26.57,22.01,36.81,59.88,48.63,100000,August 2021,85000 liters,Repackage
North,Modern Trade,MegaBeverages,soft drinks,Green Tea,42405,23093,-2.5,97.36,59.26,10.06,6.37,36.52,67.55,24.07,100000,2021-08-01,70 kiloliters,Downsize
north,Modern Trade,SmallBrand,soft drinks,Green Tea,73777,8906,unknown,88.39,35.99,14.23,28.97,10.58,39.5,38.33,500000.0,2022-03,70000 liters,New Flavor
south,Traditional Trade,SmallBrand,Soft Drinks,Sparkling Water,34398,15721,10.5,64.28,77.55,38.26,12.72,22.79,61.54,26.86,300000.50,August 2021,70 kiloliters,New Flavor
SOUTH,Modern Trade,FreshDrinks,tea,Flavored Water,115718,13791,0,83.38,40.69,23.52,19.96,38.29,34.78,46.47,300000.50,August 2021,70000 liters,Upsize
CENTRAL,Traditional Trade,BigCo,tea,Herbal Tea,26362,7187,unknown,88.34,69.38,15.87,1.55,20.87,40.11,42.82,300000.50,2022-03,70000 liters,Downsize
central,Modern Trade,BigCo,Water,Flavored Water,130312,14566,-2.5,54.36,55.93,31.13,4.69,16.96,24.31,22.69,string_value,2022-03,70 kiloliters,Upsize
central,Traditional Trade,TinyStartups,TEA,Sparkling Water,36350,14670,10.5,92.45,61.01,32.64,23.68,20.36,61.02,24.5,1200000,2020-12,85000 liters,New Segment
SOUTH,Modern Trade,BigCo,water,Green Tea,24226,30572,-2.5,62.93,32.57,38.47,29.07,32.03,51.04,22.08,1200000,August 2021,70 kiloliters,Downsize
north,Traditional Trade,TinyStartups,Soft Drinks,Diet Soda,71684,16364,-2.5,66.95,71.45,7.84,10.28,20.14,25.01,47.4,1200000,2021/11/15,85 kiloliters,Repackage
North,Traditional Trade,MegaBeverages,SOFT DRINKS,Green Tea,39218,18520,10.5,99.98,33.2,37.08,2.08,31.76,69.11,27.5,string_value,2021/11/15,85000 liters,Downsize
Central,Modern Trade,MegaBeverages,tea,Herbal Tea,59844,14163,10.5,89.03,27.94,29.97,11.47,18.4,26.26,32.9,300000.50,2021-08-01,70000 liters,Upsize
Central,Modern Trade,SmallBrand,soft drinks,Diet Soda,35460,19148,-2.5,55.32,58.27,2.88,1.51,11.58,28.75,40.06,1200000,August 2021,85000 liters,Completely New
central,Modern Trade,FreshDrinks,soft drinks,Green Tea,100696,12763,5.0,30.72,69.65,38.87,6.58,14.41,18.54,22.12,300000.50,2021/11/15,70 kiloliters,Upsize
central,Modern Trade,MegaBeverages,TEA,Diet Soda,61276,13040,10.5,73.83,23.5,19.15,22.82,4.96,47.48,46.62,500000.0,August 2021,85000 liters,Upsize
SOUTH,Traditional Trade,MegaBeverages,WATER,Flavored Water,73535,14902,-2.5,79.27,24.86,16.52,28.18,20.9,53.22,24.42,1200000,August 2021,70000 liters,Repackage
north,Modern Trade,MegaBeverages,tea,Sparkling Water,31630,17923,10.5,75.56,76.19,22.4,3.54,7.63,74.65,43.54,500000.0,2021/11/15,70000 liters,New Flavor
central,Traditional Trade,FreshDrinks,water,Green Tea,119924,14206,15.0,97.75,76.63,17.31,17.18,32.84,31.8,39.98,string_value,August 2021,85000 liters,Upsize
SOUTH,Modern Trade,BigCo,TEA,Herbal Tea,57610,24702,5.0,90.41,37.17,16.91,8.36,17.98,61.86,41.59,100000,2022-03,85 kiloliters,New Flavor
central,Traditional Trade,SmallBrand,Tea,Flavored Water,42746,14684,10.5,61.42,63.07,40.4,5.03,31.07,75.8,31.55,string_value,2021-08-01,70000 liters,New Flavor
CENTRAL,Traditional Trade,TinyStartups,SOFT DRINKS,Green Tea,70275,10847,-2.5,34.4,51.02,6.23,7.35,38.27,42.76,47.66,string_value,2020-12,85 kiloliters,New Flavor
north,Traditional Trade,MegaBeverages,Tea,Flavored Water,45009,18104,5.0,63.32,64.29,48.53,17.76,34.28,46.46,33.91,string_value,2021/11/15,70000 liters,New Flavor
central,Traditional Trade,FreshDrinks,Tea,Herbal Tea,62260,16779,10.5,78.25,80.4,27.75,2.89,38.16,40.82,41.52,1200000,2020-12,85000 liters,Upsize
north,Modern Trade,MegaBeverages,Water,Green Tea,49509,23383,5.0,72.54,25.59,9.15,13.59,23.58,53.44,44.89,500000.0,2021-08-01,70000 liters,Repackage
north,Modern Trade,MegaBeverages,soft drinks,Herbal Tea,41267,25274,10.5,67.67,74.46,6.56,4.92,8.28,60.13,44.51,1200000,2022-03,85 kiloliters,Downsize
North,Traditional Trade,SmallBrand,water,Diet Soda,40580,22081,10.5,62.82,54.51,29.58,8.91,37.55,48.83,31.68,100000,2022-03,85 kiloliters,Downsize
South,Modern Trade,BigCo,Water,Herbal Tea,52714,15883,10.5,50.56,59.49,31.65,6.53,35.0,70.82,49.65,string_value,2022-03,85000 liters,Downsize
south,Modern Trade,BigCo,Soft Drinks,Diet Soda,40283,11798,5.0,49.41,65.78,2.65,26.61,34.85,23.48,39.79,300000.50,2022-03,85 kiloliters,Repackage
North,Traditional Trade,MegaBeverages,Soft Drinks,Green Tea,89121,15121,10.5,65.02,84.58,12.15,21.53,28.34,33.35,45.64,100000,2021/11/15,85 kiloliters,Repackage
CENTRAL,Modern Trade,MegaBeverages,SOFT DRINKS,Diet Soda,88451,17275,-2.5,41.24,23.97,39.77,26.19,25.75,58.82,31.85,500000.0,2021/11/15,85000 liters,Repackage
North,Modern Trade,MegaBeverages,tea,Green Tea,50096,14845,-2.5,53.85,22.06,2.48,12.12,2.56,48.64,34.49,100000,August 2021,70000 liters,Repackage
CENTRAL,Modern Trade,FreshDrinks,Soft Drinks,Green Tea,43302,17252,5.0,52.68,32.48,42.75,10.09,30.43,33.99,22.84,1200000,August 2021,85000 liters,New Flavor
NORTH,Traditional Trade,FreshDrinks,Soft Drinks,Sparkling Water,42164,13891,15.0,71.1,89.05,32.91,12.04,5.48,67.66,28.82,300000.50,2021-08-01,70000 liters,Downsize
CENTRAL,Modern Trade,FreshDrinks,SOFT DRINKS,Green Tea,38138,23833,15.0,34.67,70.06,21.72,1.54,11.87,30.79,41.7,1200000,August 2021,70000 liters,Downsize
South,Traditional Trade,BigCo,water,Diet Soda,21626,14345,-2.5,88.08,63.02,17.32,22.02,22.96,68.17,44.17,string_value,2021-08-01,70000 liters,Downsize
central,Modern Trade,MegaBeverages,Water,Sparkling Water,118576,9759,-2.5,69.37,23.29,0.96,11.14,19.17,29.34,20.26,string_value,2021-08-01,70 kiloliters,Upsize
north,Modern Trade,BigCo,tea,Sparkling Water,89085,22877,10.5,76.96,81.54,41.26,10.09,2.6,51.63,40.93,100000,2021-08-01,70000 liters,New Flavor
South,Modern Trade,BigCo,Water,Green Tea,71760,17208,15.0,79.22,76.89,7.14,18.35,33.31,53.17,35.64,string_value,2022-03,85000 liters,New Flavor
CENTRAL,Traditional Trade,MegaBeverages,TEA,Herbal Tea,78430,10297,unknown,50.4,66.54,15.48,13.65,35.39,55.97,31.28,string_value,2020-12,85000 liters,Completely New
Central,Traditional Trade,BigCo,WATER,Herbal Tea,28880,18717,5.0,62.93,43.74,28.46,29.44,27.91,62.97,26.35,500000.0,2020-12,85000 liters,Downsize
central,Modern Trade,BigCo,soft drinks,Sparkling Water,65780,15903,-2.5,96.94,24.94,12.3,11.33,22.56,75.25,22.24,500000.0,2021/11/15,70 kiloliters,New Flavor
Central,Traditional Trade,BigCo,WATER,Green Tea,67159,9594,unknown,83.67,60.6,24.86,18.8,38.51,57.47,47.17,1200000,2021-08-01,85 kiloliters,New Flavor
Central,Modern Trade,SmallBrand,tea,Herbal Tea,43546,25648,10.5,97.87,70.38,40.47,10.04,6.56,27.45,25.89,1200000,2022-03,70 kiloliters,Downsize
south,Traditional Trade,SmallBrand,Water,Green Tea,97136,11503,-2.5,82.24,26.6,23.53,29.73,30.04,35.33,29.14,500000.0,August 2021,85000 liters,Upsize
south,Traditional Trade,FreshDrinks,SOFT DRINKS,Green Tea,122338,13406,-2.5,42.29,64.36,47.45,13.91,6.88,53.03,21.51,100000,August 2021,85000 liters,Upsize
SOUTH,Modern Trade,SmallBrand,Tea,Sparkling Water,57924,16519,-2.5,34.52,40.05,42.38,19.39,16.51,37.58,45.39,500000.0,2021/11/15,85 kiloliters,New Flavor
SOUTH,Modern Trade,FreshDrinks,Soft Drinks,Sparkling Water,33135,13845,15.0,70.44,73.5,16.65,4.67,24.25,69.44,23.86,1200000,2021/11/15,70 kiloliters,New Flavor
north,Modern Trade,MegaBeverages,SOFT DRINKS,Flavored Water,61326,10044,10.5,55.05,57.77,20.0,22.26,30.01,29.12,45.32,300000.50,2021-08-01,85000 liters,Upsize
SOUTH,Modern Trade,BigCo,TEA,Herbal Tea,39622,22730,unknown,49.28,29.03,21.17,8.81,2.14,40.45,39.84,string_value,2021-08-01,70000 liters,Downsize
central,Traditional Trade,FreshDrinks,SOFT DRINKS,Herbal Tea,53224,17662,-2.5,86.5,56.86,31.31,14.01,11.9,36.59,42.9,300000.50,August 2021,70000 liters,New Flavor
Central,Traditional Trade,FreshDrinks,Soft Drinks,Herbal Tea,90837,15747,5.0,55.69,47.7,14.34,26.61,22.45,18.03,49.28,300000.50,August 2021,85000 liters,Upsize
SOUTH,Traditional Trade,FreshDrinks,water,Diet Soda,51995,21192,-2.5,52.19,32.62,48.46,29.15,22.25,65.74,42.8,string_value,August 2021,70000 liters,Downsize
central,Modern Trade,FreshDrinks,soft drinks,Green Tea,66320,20842,10.5,89.5,78.91,30.43,13.31,26.23,60.27,33.46,500000.0,August 2021,85 kiloliters,New Segment
South,Modern Trade,MegaBeverages,Soft Drinks,Sparkling Water,54362,20905,5.0,89.24,20.77,19.97,25.21,13.55,54.71,45.39,100000,2020-12,85000 liters,New Flavor
Central,Traditional Trade,FreshDrinks,Soft Drinks,Herbal Tea,62930,13535,5.0,54.95,41.85,32.25,2.55,22.54,64.91,37.07,300000.50,2021-08-01,70 kiloliters,New Segment
north,Modern Trade,SmallBrand,Soft Drinks,Flavored Water,93271,14163,-2.5,88.27,20.88,19.77,25.58,9.21,44.43,29.53,100000,2021-08-01,85000 liters,Completely New
north,Traditional Trade,MegaBeverages,TEA,Herbal Tea,47853,13439,5.0,89.55,26.72,40.89,19.26,9.1,17.6,16.57,1200000,August 2021,85 kiloliters,Completely New
South,Traditional Trade,FreshDrinks,water,Green Tea,51683,12679,5.0,59.68,40.8,28.39,15.17,23.91,64.91,24.39,300000.50,2022-03,70 kiloliters,New Segment
South,Traditional Trade,MegaBeverages,soft drinks,Green Tea,63070,16893,5.0,34.65,23.8,2.1,26.81,28.05,36.5,19.96,1200000,August 2021,85 kiloliters,New Segment
south,Traditional Trade,FreshDrinks,soft drinks,Sparkling Water,59575,14133,unknown,30.11,61.76,8.84,25.51,6.58,27.16,47.24,500000.0,2021/11/15,70000 liters,New Flavor
central,Traditional Trade,FreshDrinks,tea,Diet Soda,45157,25913,unknown,66.63,26.08,43.25,9.61,6.67,33.34,26.0,300000.50,2022-03,70000 liters,Downsize
South,Modern Trade,BigCo,soft drinks,Sparkling Water,35354,25731,5.0,54.09,69.12,28.14,23.95,23.48,29.59,43.25,1200000,2021/11/15,70000 liters,Downsize
North,Modern Trade,FreshDrinks,tea,Herbal Tea,73455,8307,5.0,99.8,23.68,47.52,3.89,12.26,44.6,32.24,1200000,2022-03,85 kiloliters,Upsize
central,Modern Trade,BigCo,Water,Flavored Water,118662,14344,5.0,84.07,24.15,3.62,24.86,16.91,20.11,32.56,500000.0,2021/11/15,85 kiloliters,Upsize
south,Traditional Trade,FreshDrinks,Water,Sparkling Water,32108,21591,5.0,83.29,41.37,14.76,20.59,17.23,45.67,36.82,100000,August 2021,85000 liters,Downsize
Central,Traditional Trade,MegaBeverages,SOFT DRINKS,Diet Soda,60610,15440,-2.5,96.87,82.76,9.68,3.55,8.79,21.43,35.54,100000,August 2021,70 kiloliters,Completely New
central,Traditional Trade,FreshDrinks,Soft Drinks,Sparkling Water,79444,12709,15.0,92.14,64.9,27.69,20.81,2.05,58.13,24.13,300000.50,2022-03,70 kiloliters,New Flavor
south,Traditional Trade,BigCo,Soft Drinks,Green Tea,44662,11624,10.5,52.27,73.91,19.14,17.84,34.42,47.38,27.03,500000.0,2021/11/15,85 kiloliters,New Flavor
central,Modern Trade,FreshDrinks,tea,Herbal Tea,45493,17611,10.5,41.62,29.91,7.86,18.24,29.17,47.34,28.29,300000.50,2020-12,85 kiloliters,Downsize
north,Modern Trade,BigCo,SOFT DRINKS,Herbal Tea,86257,14373,10.5,82.21,78.39,32.14,9.44,28.24,67.26,26.37,100000,2022-03,70000 liters,New Flavor
NORTH,Traditional Trade,TinyStartups,soft drinks,Herbal Tea,34818,21622,-2.5,56.48,20.57,26.81,8.73,22.77,36.78,30.08,500000.0,2022-03,85 kiloliters,Downsize
CENTRAL,Traditional Trade,SmallBrand,WATER,Herbal Tea,43493,14603,5.0,63.12,34.91,13.74,23.11,28.64,62.49,25.28,string_value,2021-08-01,70000 liters,New Flavor
South,Traditional Trade,SmallBrand,Soft Drinks,Herbal Tea,45303,17056,10.5,74.13,63.13,23.99,8.45,37.56,22.14,46.85,500000.0,2022-03,85 kiloliters,Upsize
CENTRAL,Modern Trade,FreshDrinks,Water,Herbal Tea,21490,17395,-2.5,93.55,46.27,37.29,13.94,27.3,27.83,24.23,500000.0,2020-12,70 kiloliters,Downsize
north,Modern Trade,FreshDrinks,soft drinks,Flavored Water,33984,15152,10.5,59.34,88.89,10.26,21.15,12.07,49.4,41.48,string_value,August 2021,85000 liters,New Flavor
CENTRAL,Modern Trade,BigCo,water,Diet Soda,38542,9459,-2.5,84.83,22.12,14.65,3.31,23.68,76.67,28.13,1200000,2021/11/15,85 kiloliters,New Flavor
Central,Traditional Trade,MegaBeverages,soft drinks,Herbal Tea,112185,11259,5.0,48.78,89.9,17.31,18.24,18.81,19.26,32.82,1200000,2021-08-01,70000 liters,Upsize
North,Traditional Trade,MegaBeverages,Water,Diet Soda,73756,13177,-2.5,78.86,63.65,37.34,18.09,23.14,42.16,20.5,1200000,2021/11/15,85000 liters,Upsize
Central,Modern Trade,FreshDrinks,Tea,Herbal Tea,31642,16336,unknown,30.11,59.11,42.35,20.84,21.67,53.88,29.74,100000,August 2021,70000 liters,Downsize
CENTRAL,Traditional Trade,SmallBrand,Water,Sparkling Water,37797,21614,15.0,91.01,24.17,18.82,11.73,34.63,34.35,45.98,500000.0,2022-03,70000 liters,Downsize
SOUTH,Modern Trade,BigCo,WATER,Herbal Tea,79776,13112,-2.5,32.13,39.13,14.83,14.02,26.77,22.46,25.13,string_value,2020-12,85000 liters,Upsize
SOUTH,Traditional Trade,SmallBrand,water,Green Tea,117904,14909,10.5,79.89,84.73,44.47,10.57,9.17,44.12,21.48,100000,2021-08-01,85000 liters,Upsize
North,Modern Trade,FreshDrinks,SOFT DRINKS,Flavored Water,41324,16382,10.5,33.24,44.8,49.97,24.44,4.39,62.84,35.56,string_value,2020-12,85000 liters,New Flavor
north,Traditional Trade,FreshDrinks,Soft Drinks,Sparkling Water,32698,17638,5.0,48.64,66.32,33.52,4.79,18.13,34.75,26.27,100000,2020-12,85 kiloliters,New Segment
north,Modern Trade,BigCo,Soft Drinks,Sparkling Water,35807,11409,15.0,64.8,89.96,49.5,28.93,2.59,77.07,45.86,100000,2020-12,85000 liters,New Flavor
South,Modern Trade,BigCo,TEA,Green Tea,41079,24164,15.0,59.4,38.41,33.0,19.41,14.1,32.42,30.81,100000,2020-12,85 kiloliters,Repackage
North,Modern Trade,MegaBeverages,tea,Herbal Tea,31541,22795,5.0,43.43,60.33,36.67,26.72,15.98,68.25,24.87,string_value,August 2021,70 kiloliters,Downsize
North,Modern Trade,FreshDrinks,water,Flavored Water,39854,27109,15.0,53.37,68.75,19.43,13.36,16.27,60.36,41.68,300000.50,2020-12,70 kiloliters,Downsize
North,Modern Trade,BigCo,Tea,Sparkling Water,67227,10274,unknown,80.94,31.52,21.65,10.64,39.22,27.24,29.06,100000,2020-12,70000 liters,New Segment
south,Modern Trade,MegaBeverages,Water,Flavored Water,61116,18888,unknown,76.85,30.41,7.21,27.12,13.55,28.53,22.72,1200000,August 2021,70000 liters,Repackage
CENTRAL,Traditional Trade,TinyStartups,Water,Sparkling Water,81324,20901,0,35.03,51.94,41.14,3.87,12.08,52.66,18.91,500000.0,2021/11/15,85 kiloliters,Completely New
NORTH,Traditional Trade,TinyStartups,water,Herbal Tea,19727,16960,15.0,82.31,47.01,46.55,4.4,6.92,53.31,23.33,300000.50,August 2021,70000 liters,Downsize
central,Traditional Trade,SmallBrand,TEA,Sparkling Water,74072,24126,5.0,33.71,70.0,31.17,9.68,21.42,49.56,27.59,300000.50,2022-03,70 kiloliters,New Flavor
NORTH,Modern Trade,MegaBeverages,Soft Drinks,Sparkling Water,43175,9826,15.0,68.0,24.87,17.18,28.83,7.84,47.13,27.52,string_value,August 2021,85 kiloliters,Repackage
central,Modern Trade,MegaBeverages,Tea,Diet Soda,60367,10719,0,48.2,88.05,7.7,19.36,25.42,34.63,39.78,300000.50,2021/11/15,85 kiloliters,New Flavor
SOUTH,Traditional Trade,FreshDrinks,WATER,Herbal Tea,51497,16941,15.0,71.14,21.0,13.26,17.07,7.9,37.51,22.83,string_value,2022-03,85000 liters,Repackage
south,Modern Trade,MegaBeverages,water,Green Tea,38941,21754,15.0,48.29,62.09,12.77,21.46,23.91,63.35,33.98,string_value,2022-03,85 kiloliters,Downsize
NORTH,Modern Trade,BigCo,Tea,Green Tea,48619,16207,15.0,98.95,59.38,30.68,13.11,33.4,26.58,24.32,1200000,2021-08-01,70000 liters,Completely New
Central,Modern Trade,BigCo,water,Herbal Tea,66327,20411,10.5,51.68,29.43,47.25,22.98,3.62,57.05,29.85,100000,2020-12,70 kiloliters,Repackage
South,Modern Trade,MegaBeverages,Water,Green Tea,67909,14554,15.0,46.94,30.56,2.41,12.4,17.95,35.41,25.55,300000.50,2022-03,70000 liters,New Flavor
NORTH,Modern Trade,BigCo,tea,Herbal Tea,32425,17775,10.5,49.49,75.49,0.05,24.96,19.52,51.66,37.84,100000,2022-03,70 kiloliters,Downsize
north,Traditional Trade,MegaBeverages,TEA,Green Tea,46104,18145,15.0,92.75,82.13,30.01,8.75,32.06,38.87,22.77,100000,2021/11/15,85000 liters,New Flavor
SOUTH,Traditional Trade,BigCo,Tea,Diet Soda,77544,15350,5.0,74.54,39.81,14.2,9.05,19.78,76.92,23.73,100000,2022-03,70 kiloliters,New Flavor
SOUTH,Traditional Trade,BigCo,Water,Green Tea,46722,6699,-2.5,81.15,50.66,44.03,16.15,23.57,35.56,38.87,string_value,2021/11/15,85000 liters,Upsize
North,Traditional Trade,FreshDrinks,Water,Sparkling Water,50002,21307,5.0,94.26,44.85,16.36,13.49,32.07,30.57,41.38,100000,2020-12,70000 liters,New Flavor
central,Traditional Trade,MegaBeverages,Soft Drinks,Herbal Tea,34710,11648,unknown,93.83,25.08,14.49,19.8,23.27,27.22,36.91,300000.50,2021-08-01,85000 liters,New Segment
Central,Modern Trade,FreshDrinks,Soft Drinks,Flavored Water,25884,16954,10.5,81.73,67.12,13.48,11.56,15.62,49.25,37.86,string_value,2021-08-01,85 kiloliters,Completely New
CENTRAL,Modern Trade,BigCo,TEA,Flavored Water,45337,13564,0,43.85,77.76,7.24,7.69,5.26,36.8,44.0,300000.50,2020-12,85 kiloliters,Downsize
North,Modern Trade,BigCo,Soft Drinks,Herbal Tea,45698,18102,0,89.04,41.34,29.08,14.62,29.74,69.98,28.87,string_value,2020-12,70 kiloliters,New Flavor
south,Modern Trade,FreshDrinks,Water,Diet Soda,49159,22239,5.0,44.26,89.31,8.41,17.27,35.1,51.18,30.83,500000.0,August 2021,70000 liters,Repackage
NORTH,Traditional Trade,MegaBeverages,soft drinks,Green Tea,43743,14714,0,82.0,25.31,21.23,5.14,38.86,58.27,29.31,500000.0,2022-03,70000 liters,Repackage
SOUTH,Traditional Trade,MegaBeverages,Water,Diet Soda,44424,13356,15.0,77.99,66.33,23.05,17.14,37.21,36.79,33.82,500000.0,2022-03,70 kiloliters,New Segment
Central,Traditional Trade,MegaBeverages,tea,Flavored Water,18990,14742,-2.5,83.12,51.38,1.02,10.26,32.3,43.89,33.01,500000.0,2022-03,85 kiloliters,Downsize
central,Modern Trade,SmallBrand,TEA,Herbal Tea,71302,10670,unknown,67.29,51.26,0.84,12.38,26.45,32.93,28.63,string_value,2021/11/15,85000 liters,Repackage
south,Traditional Trade,MegaBeverages,water,Herbal Tea,55551,17005,0,74.71,52.04,26.01,9.1,31.7,31.26,43.99,100000,August 2021,70 kiloliters,New Flavor
south,Modern Trade,MegaBeverages,soft drinks,Diet Soda,97545,17146,-2.5,96.73,38.11,34.8,28.01,18.42,43.83,22.85,1200000,2022-03,85000 liters,Completely New
north,Traditional Trade,FreshDrinks,TEA,Diet Soda,89790,20596,15.0,37.08,70.09,47.11,20.82,24.6,29.49,17.04,1200000,2021/11/15,85000 liters,Completely New
central,Traditional Trade,MegaBeverages,TEA,Green Tea,84157,18357,15.0,51.62,70.51,8.96,8.61,15.25,58.82,37.49,500000.0,2021/11/15,70000 liters,Repackage
NORTH,Modern Trade,MegaBeverages,soft drinks,Sparkling Water,40879,16178,15.0,72.79,39.77,5.16,19.71,14.41,76.38,47.09,100000,2021-08-01,85 kiloliters,New Flavor
NORTH,Modern Trade,MegaBeverages,soft drinks,Sparkling Water,61976,23687,-2.5,97.48,78.47,2.6,25.61,30.75,48.35,48.69,300000.50,2021/11/15,85000 liters,Repackage
north,Traditional Trade,FreshDrinks,WATER,Green Tea,57298,10237,10.5,36.69,42.18,21.8,12.65,19.25,41.84,35.03,100000,2020-12,85 kiloliters,Upsize
central,Traditional Trade,BigCo,SOFT DRINKS,Sparkling Water,18096,15625,5.0,31.58,70.76,31.16,25.07,10.06,50.34,24.76,300000.50,2021/11/15,70000 liters,Downsize
NORTH,Modern Trade,BigCo,SOFT DRINKS,Flavored Water,46401,15955,5.0,33.9,28.47,42.03,5.48,9.67,27.64,38.98,1200000,2020-12,70 kiloliters,Repackage
NORTH,Traditional Trade,MegaBeverages,SOFT DRINKS,Sparkling Water,32918,12333,unknown,33.67,31.81,34.13,24.86,34.65,43.97,33.59,100000,2020-12,70 kiloliters,New Flavor
north,Traditional Trade,TinyStartups,WATER,Green Tea,125976,16369,-2.5,93.55,42.11,10.42,16.67,27.75,53.93,45.15,100000,2021-08-01,70000 liters,Upsize
north,Modern Trade,BigCo,water,Sparkling Water,45622,17647,-2.5,80.49,61.57,23.09,7.47,22.75,55.48,29.7,1200000,2021-08-01,70000 liters,Repackage
NORTH,Traditional Trade,SmallBrand,TEA,Herbal Tea,35132,18271,15.0,77.4,65.19,45.52,12.81,17.24,42.6,24.48,100000,2021/11/15,85000 liters,Repackage
North,Modern Trade,MegaBeverages,Water,Diet Soda,82484,21878,10.5,66.58,47.74,16.34,29.65,18.37,36.26,21.88,300000.50,2021-08-01,70000 liters,Repackage
Central,Traditional Trade,SmallBrand,Tea,Flavored Water,77358,16294,5.0,84.74,25.45,24.94,23.72,4.18,42.81,46.63,100000,2021-08-01,70 kiloliters,New Flavor
North,Modern Trade,SmallBrand,Soft Drinks,Herbal Tea,64615,24268,unknown,40.9,46.15,47.93,17.68,19.29,46.11,38.88,300000.50,2022-03,85 kiloliters,New Segment
SOUTH,Traditional Trade,MegaBeverages,Tea,Herbal Tea,62440,12709,unknown,57.44,68.21,36.74,4.34,32.23,70.86,28.51,500000.0,2021/11/15,85 kiloliters,New Flavor
