Region,Sales Channel,Company/Provider,Category,Segment,Volume Sales (Liters),Avg Price Per Liter (VND),Growth Rate (%),Numeric Distribution (%),Weighted Distribution (%),Out-of-Stock Rate (%),Market Share (%),Share of Shelf (%),Trial Rate (%),Repeat Rate (%),Sales Value (USD),Time,Volume Sales
CENTRAL URBAN,Modern Trade,URZ,Water,Great Aqua,80000,N/A,unknown,75,80,6.0,20,30,45,35,33073.33,December 2024,80.0 kiloliters
NORTH RURAL,Traditional Trade,URZ,Juices,URZ Fresh,100000,8713,unknown,80,85,5.0,25,35,50,40,36304.17,2022-06-01 00:00:00,100000 liters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2023-11-01 00:00:00,80000 liters
CENTRAL URBAN,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2024-10-01 00:00:00,80.0 kiloliters
nan,Traditional Trade,URZ,JUICES,URZ Fresh,N/A,N/A,unknown,80,85,5.0,25,35,50,40,,April 2023,N/A
south urban,Modern Trade,Small Co E,CARBONATED SOFT DRINKS,Soda Spark,28431,9679,unknown,45,38,7.0,1,2,14,20,4514.25,2024-05-01 00:00:00,28431 liters
,Modern Trade,URZ,Water,Great Aqua,80000,9922,unknown,75,80,6.0,20,30,45,35,33073.33,NULL,80.0 kiloliters
SOUTH RURAL,Traditional Trade,Sentry Pepso,JUICES,Tropicola Bliss,nan,9165,3,70,75,6.0,20,30,50,40,26731.25,2024-02-01 00:00:00,nan liters
NAN,Modern Trade,Sentry Pepso,NULL,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,April 2024,80000 liters
NORTH RURAL,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,,9520,unknown,80,85,5.0,25,35,50,40,39666.67,2023-06-01 00:00:00,
CENTRAL RURAL,Traditional Trade,URZ,N/A,CeeTwo Light,50000,9048,6,65,70,7.0,15,25,40,30,18850.0,2022-07-01 00:00:00,50000 liters
north rural,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,unknown,80,85,5.0,25,35,50,40,NULL,May 2023,100000 liters
NORTH URBAN,Modern Trade,URZ,SNACK DRINKS,CeeTwo,120000,9010,5,90,95,4.0,30,40,55,45,45050.0,2024-07-01 00:00:00,120000 liters
north urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Zero,120000,8602,unknown,90,95,4.0,30,40,55,45,N/A,January 2022,120.0 kiloliters
NORTH RURAL,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,,100.0 kiloliters
NORTH URBAN,Modern Trade,Tran Hip Pat,HERBAL TEA,Dr Tien,120000,8758,5,90,95,4.0,30,40,55,45,43790.0,2020-01-01 00:00:00,120.0 kiloliters
CENTRAL RURAL,Traditional Trade,Vinalac,Milk,Vinalac Sweet,50000,9362,unknown,65,70,7.0,15,25,40,30,19504.17,,50.0 kiloliters
north urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Lite Soda,120000,8115,unknown,90,95,4.0,30,40,55,45,40575.0,December 2020,120.0 kiloliters
south rural,Traditional Trade,Cora Cale,JUICES,Nectar Bliss,70000,8821,3,70,75,6.0,20,30,50,40,25727.92,2024-12-01 00:00:00,70000 liters
north urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,May 2021,120.0 kiloliters
north rural,Traditional Trade,Cora Cale,Water,Flavored Aqua,100000,8815,7,80,85,56.033932958559156,25,35,50,40,36729.17,N/A,100000 liters
central urban,Modern Trade,Cora Cale,JUICES,Pure Juice,80000,8048,unknown,75,80,6.0,20,30,45,35,,2020-03-01 00:00:00,80.0 kiloliters
central urban,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,2024-11-01 00:00:00,80000 liters
SOUTH RURAL,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,3,70,75,6.0,20,30,50,40,23423.75,2022-08-01 00:00:00,70.0 kiloliters
,Modern Trade,Cora Cale,Carbonated Soft Drinks,Lite Soda,120000,8115,unknown,90,95,4.0,30,40,55,45,40575.0,2020-09-01 00:00:00,120000 liters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,February 2022,80000 liters
CENTRAL RURAL,Traditional Trade,Vinalac,MILK,Vinalac Sweet,50000,9362,unknown,65,70,7.0,15,25,40,30,19504.17,2021-05-01 00:00:00,50.0 kiloliters
central rural,Traditional Trade,URZ,Snack Drinks,CeeTwo Light,50000,9048,unknown,65,70,7.0,15,25,40,30,18850.0,2024-02-01 00:00:00,50000 liters
central urban,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2020-10-01 00:00:00,80000 liters
central rural,Traditional Trade,Vinalac,Milk,Vinalac Sweet,nan,9362,6,65,70,7.0,15,25,40,30,19504.17,2023-01-01 00:00:00,nan
SOUTH URBAN,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,NULL,8,95,98,3.0,35,45,60,50,55400.0,2021-05-01 00:00:00,150000 liters
SOUTH URBAN,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,nan,8864,8,95,98,3.0,35,45,60,50,55400.0,2021-06-01 00:00:00,nan liters
NORTH URBAN,Traditional Trade,Small Co I,MILK,Boost Shot,28627,9099,NULL,45,17,9.0,5,7,26,16,4703.42,April 2021,28.627 kiloliters
NORTH URBAN,Modern Trade,Vinalac,Nan,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,44190.0,August 2023,120000 liters
SOUTH URBAN,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,8,95,98,3.0,35,45,60,50,60806.25,2021-08-01 00:00:00,150000 liters
central rural,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,NULL,8951,6,65,70,7.0,15,25,40,30,N/A,2022-12-01 00:00:00,NULL
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,nan,unknown,65,70,7.0,15,25,40,30,18647.92,2023-08-01 00:00:00,50.0 kiloliters
CENTRAL RURAL,Traditional Trade,URZ,SNACK DRINKS,CeeTwo Light,50000,9048,6,65,70,7.0,15,25,40,30,18850.0,2021-08-01 00:00:00,50.0 kiloliters
north urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,October 2024,120.0 kiloliters
CENTRAL RURAL,Traditional Trade,Vinalac,Milk,Vinalac Sweet,50000,9362,unknown,65,70,7.0,15,25,40,30,NULL,,50.0 kiloliters
central urban,Modern Trade,Vinalac,,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,2021-06-01 00:00:00,80.0 kiloliters
south rural,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,unknown,70,75,6.0,20,30,50,40,nan,2020-04-01 00:00:00,70.0 kiloliters
north rural,Traditional Trade,Sentry Pepso,WATER,Aquavena,N/A,8570,unknown,80,85,5.0,25,35,50,40,35708.33,N/A,N/A liters
central rural,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,50000,9715,unknown,65,70,7.0,15,25,40,30,,July 2020,50.0 kiloliters
NORTH URBAN,Modern Trade,Cora Cale,N/A,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,40575.0,nan,120.0 kiloliters
NORTH URBAN,Modern Trade,Cora Cale,Carbonated Soft Drinks,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,40575.0,May 2020,120.0 kiloliters
central urban,Modern Trade,URZ,WATER,Great Aqua,80000,9922,4,75,80,6.0,20,30,45,35,33073.33,,80000 liters
south urban,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,NULL,2020-09-01 00:00:00,150.0 kiloliters
null,Traditional Trade,Vinalac,N/A,Vinalac Prime Tea,NULL,9655,3,70,75,6.0,20,30,50,40,28160.42,2024-01-01 00:00:00,NULL liters
north urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Lite Soda,120000,NULL,unknown,90,95,4.0,30,40,55,45,40575.0,NULL,120.0 kiloliters
SOUTH RURAL,Traditional Trade,Cora Cale,JUICES,Nectar Bliss,70000,8821,3,70,75,6.0,20,30,50,40,25727.92,2021-10-01 00:00:00,70.0 kiloliters
SOUTH RURAL,Traditional Trade,Sentry Pepso,JUICES,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,NULL,70000 liters
NORTH RURAL,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,7,80,85,5.0,25,35,50,40,36304.17,2022-08-01 00:00:00,100.0 kiloliters
NULL,Modern Trade,Sentry Pepso,,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2024-05-01 00:00:00,80.0 kiloliters
north urban,Modern Trade,Tran Hip Pat,HERBAL TEA,Dr Tien,120000,8758,5,90,95,4.0,30,40,55,45,43790.0,2021-04-01 00:00:00,120000 liters
CENTRAL URBAN,Traditional Trade,Small Co D,YOGURT DRINKS,Juice Bliss,29989,9447,3,30,19,14.0,3,8,14,5,3469.5,2020-04-01 00:00:00,29989 liters
south rural,Traditional Trade,URZ,WATER,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,2023-01-01 00:00:00,70000 liters
south rural,Traditional Trade,URZ,Water,Great Elite,70000,9991,unknown,70,75,6.0,20,30,50,40,29140.42,2023-09-01 00:00:00,70.0 kiloliters
SOUTH RURAL,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,N/A,70,75,6.0,20,30,50,40,nan,2023-05-01 00:00:00,70000 liters
central rural,Traditional Trade,Sentry Pepso,Energy Drinks,Boostade,50000,9919,6,65,70,7.0,15,25,40,30,20664.58,September 2022,50.0 kiloliters
CENTRAL RURAL,Traditional Trade,Cora Cale,ENERGY DRINKS,Energy Boost,50000,9715,N/A,65,70,7.0,15,25,40,30,20239.58,NULL,50.0 kiloliters
,Modern Trade,Tran Hip Pat,ENERGY DRINKS,Numba One Power,150000,8504,unknown,95,98,3.0,35,45,60,50,53150.0,2020-04-01 00:00:00,150.0 kiloliters
SOUTH URBAN,Modern Trade,URZ,Juices,URZ Prime,150000,9958,8,95,98,3.0,35,45,60,50,62237.5,nan,150.0 kiloliters
NORTH RURAL,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,2020-06-01 00:00:00,100000 liters
CENTRAL RURAL,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,50000,,6,65,70,7.0,15,25,40,30,20239.58,2022-04-01 00:00:00,50000 liters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2022-05-01 00:00:00,80.0 kiloliters
central urban,Modern Trade,Tran Hip Pat,Juices,THP Fresh,80000,8438,4,75,80,6.0,20,30,45,35,28126.67,February 2020,80.0 kiloliters
north urban,Modern Trade,Tran Hip Pat,Herbal Tea,Dr Tien,120000,8758,unknown,90,95,4.0,30,40,55,45,43790.0,January 2022,120.0 kiloliters
north rural,Traditional Trade,Cora Cale,Water,Flavored Aqua,100000,8815,7,80,85,5.0,25,35,50,40,36729.17,March 2020,100000 liters
NORTH URBAN,Modern Trade,Small Co C,HERBAL TEA,Energy Snap,41136,8528,-6,27,45,10.0,3,3,30,16,,January 2021,41.136 kiloliters
south urban,Modern Trade,Vinalac,YOGURT DRINKS,Probee Light,nan,9729,8,95,98,3.0,35,45,60,50,60806.25,2022-08-01 00:00:00,nan liters
CENTRAL URBAN,Modern Trade,Cora Cale,JUICES,Pure Juice,80000,8048,4,75,80,6.0,20,30,45,35,26826.67,2021-01-01 00:00:00,80000 liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,,Tropicola Bliss,70000,,3,70,75,6.0,20,30,50,40,26731.25,2022-06-01 00:00:00,70.0 kiloliters
nan,Modern Trade,Tran Hip Pat,Herbal Tea,Dr Tien,120000,NULL,NULL,90,95,4.0,30,40,55,45,43790.0,2021-02-01 00:00:00,120000 liters
NORTH URBAN,Modern Trade,URZ,SNACK DRINKS,CeeTwo,120000,9010,5,90,95,4.0,30,40,55,45,45050.0,2020-01-01 00:00:00,120.0 kiloliters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,NULL,Dr Tien Light,50000,8951,unknown,65,70,7.0,15,25,40,30,18647.92,2022-08-01 00:00:00,50000 liters
north urban,Modern Trade,Cora Cale,Carbonated Soft Drinks,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,nan,2022-06-01 00:00:00,120.0 kiloliters
north urban,Modern Trade,Small Co B,Milk Tea,Pure Aqua,6267,9461,unknown,11,20,10.0,5,10,12,12,1342.87,N/A,6.267 kiloliters
NORTH URBAN,Modern Trade,Vinalac,Milk,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,44190.0,2021-02-01 00:00:00,120.0 kiloliters
north rural,Traditional Trade,Cora Cale,Water,Flavored Aqua,100000,NULL,7,80,85,5.0,25,35,50,40,36729.17,2021-06-01 00:00:00,100000 liters
NAN,Traditional Trade,Sentry Pepso,Energy Drinks,Boostade,50000,9919,nan,65,70,7.0,15,25,40,30,20664.58,NULL,50.0 kiloliters
SOUTH URBAN,Modern Trade,URZ,JUICES,URZ Prime,150000,nan,8,95,98,3.0,35,45,60,50,62237.5,2021-07-01 00:00:00,150000 liters
central urban,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,unknown,75,80,6.0,20,30,45,35,28256.67,N/A,80.0 kiloliters
north rural,Traditional Trade,URZ,Juices,URZ Fresh,100000,nan,7,80,85,5.0,25,35,50,40,36304.17,July 2023,100000 liters
south urban,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,November 2021,150.0 kiloliters
SOUTH URBAN,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2021-03-01 00:00:00,150.0 kiloliters
central urban,Modern Trade,URZ,WATER,Great Aqua,80000,9922,4,75,80,79.2221942436183,20,30,45,35,33073.33,April 2020,80000 liters
south rural,Traditional Trade,Cora Cale,JUICES,Nectar Bliss,nan,8821,NULL,70,75,6.0,20,30,50,40,N/A,2023-05-01 00:00:00,nan
NORTH RURAL,Traditional Trade,Sentry Pepso,Water,Aquavena,100000,8570,7,80,85,5.0,25,35,50,40,nan,2023-06-01 00:00:00,100.0 kiloliters
CENTRAL RURAL,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,50000,9715,6,65,70,7.0,15,25,40,30,20239.58,January 2025,50000 liters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,August 2021,50000 liters
NORTH URBAN,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,40575.0,2024-10-01 00:00:00,120.0 kiloliters
NORTH RURAL,Traditional Trade,Sentry Pepso,WATER,Aquavena,100000,8570,7,80,85,5.0,25,35,50,40,35708.33,2024-11-01 00:00:00,100000 liters
,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Classic Soda,150000,nan,unknown,95,98,3.0,35,45,60,50,58368.75,December 2023,150.0 kiloliters
north rural,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,2021-04-01 00:00:00,100000 liters
NORTH RURAL,Traditional Trade,Vinalac,YOGURT DRINKS,Probee,100000,9536,unknown,80,85,5.0,25,35,50,40,39733.33,2020-02-01 00:00:00,100.0 kiloliters
south urban,Modern Trade,URZ,Juices,URZ Prime,150000,9958,8,95,98,3.0,35,45,60,50,62237.5,2021-07-01 00:00:00,150.0 kiloliters
SOUTH RURAL,Traditional Trade,Tran Hip Pat,Juices,THP Prime,70000,8031,3,70,75,69.74216296312173,20,30,50,40,23423.75,2024-11-01 00:00:00,70000 liters
SOUTH RURAL,Traditional Trade,Cora Cale,JUICES,Nectar Bliss,70000,nan,3,70,75,6.0,20,30,50,40,25727.92,February 2021,70.0 kiloliters
N/A,Modern Trade,Vinalac,Milk Tea,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,2021-01-01 00:00:00,80.0 kiloliters
CENTRAL RURAL,Traditional Trade,Vinalac,Milk,Vinalac Sweet,50000,9362,unknown,65,70,7.0,15,25,40,30,19504.17,2023-03-01 00:00:00,50000 liters
north urban,Modern Trade,URZ,Nan,CeeTwo,120000,9010,unknown,90,95,4.0,30,40,55,45,45050.0,2024-10-01 00:00:00,120.0 kiloliters
south urban,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,8,95,98,3.0,35,45,60,50,,2022-11-01 00:00:00,150000 liters
central urban,Modern Trade,URZ,Water,Great Aqua,80000,9922,4,75,80,6.0,20,30,45,35,,2023-03-01 00:00:00,80000 liters
central rural,Traditional Trade,Sentry Pepso,Energy Drinks,Boostade,50000,9919,6,65,70,7.0,15,25,40,30,20664.58,2023-07-01 00:00:00,50000 liters
SOUTH RURAL,Traditional Trade,Vinalac,Milk Tea,Vinalac Prime Tea,70000,9655,3,70,75,6.0,20,30,50,40,28160.42,April 2023,70000 liters
south rural,Traditional Trade,Tran Hip Pat,Juices,THP Prime,NULL,8031,3,70,75,6.0,20,30,50,40,23423.75,2024-05-01 00:00:00,NULL
SOUTH URBAN,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,8,95,98,3.0,35,45,60,50,60806.25,2021-08-01 00:00:00,150.0 kiloliters
south rural,Modern Trade,Small Co G,Energy Drinks,Nectar Magic,7460,9654,unknown,42,40,60.17894781585913,3,2,24,11,2446.89,2020-04-01 00:00:00,7.46 kiloliters
NORTH RURAL,Traditional Trade,Cora Cale,WATER,Flavored Aqua,100000,8815,unknown,80,85,5.0,25,35,50,40,36729.17,2021-04-01 00:00:00,100000 liters
south rural,Traditional Trade,Tran Hip Pat,Juices,THP Prime,70000,8031,unknown,70,75,6.0,20,30,50,40,23423.75,November 2020,70000 liters
north rural,Traditional Trade,Cora Cale,Water,Flavored Aqua,NULL,8815,7,80,85,5.0,25,35,50,40,36729.17,2021-04-01 00:00:00,NULL
south rural,Traditional Trade,URZ,Water,Great Elite,70000,9991,unknown,70,75,6.0,20,30,50,40,29140.42,NULL,70000 liters
central rural,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,nan,6,65,70,7.0,15,25,40,30,18647.92,September 2023,50.0 kiloliters
CENTRAL URBAN,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,unknown,75,80,6.0,20,30,45,35,28256.67,2022-02-01 00:00:00,80000 liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,,9165,unknown,70,75,6.0,20,30,50,40,26731.25,2020-01-01 00:00:00,
CENTRAL RURAL,Traditional Trade,Vinalac,MILK,Vinalac Sweet,N/A,9362,unknown,65,70,7.0,15,25,40,30,N/A,January 2021,N/A
NAN,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2023-11-01 00:00:00,80000 liters
NORTH RURAL,Traditional Trade,URZ,Juices,URZ Fresh,100000,8713,7,80,85,58.595325947485634,25,35,50,40,36304.17,2020-02-01 00:00:00,100000 liters
NORTH URBAN,Modern Trade,Vinalac,MILK,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,,2024-06-01 00:00:00,120.0 kiloliters
NORTH URBAN,Modern Trade,URZ,Snack Drinks,CeeTwo,120000,9010,5,90,95,4.0,30,40,55,45,45050.0,2020-11-01 00:00:00,120.0 kiloliters
north rural,Traditional Trade,Small Co J,ENERGY DRINKS,Healthy Sip,,8248,-3,22,25,7.0,5,10,13,9,4416.67,July 2023,
SOUTH URBAN,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,NULL,2023-12-01 00:00:00,150.0 kiloliters
CENTRAL RURAL,Traditional Trade,URZ,SNACK DRINKS,CeeTwo Light,50000,9048,unknown,65,70,7.0,15,25,40,30,18850.0,July 2024,50000 liters
SOUTH RURAL,Traditional Trade,Vinalac,MILK TEA,Vinalac Prime Tea,70000,9655,3,70,75,6.0,20,30,50,40,28160.42,February 2020,70000 liters
south urban,Modern Trade,Tran Hip Pat,ENERGY DRINKS,Numba One Power,150000,8504,unknown,95,98,74.1516607620474,35,45,60,50,NULL,December 2023,150000 liters
south rural,Traditional Trade,URZ,Water,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,July 2024,70000 liters
SOUTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,55400.0,2021-05-01 00:00:00,150000 liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,JUICES,Tropicola Bliss,70000,N/A,3,70,75,6.0,20,30,50,40,26731.25,2022-11-01 00:00:00,70000 liters
NAN,Traditional Trade,Small Co H,CARBONATED SOFT DRINKS,Aqua Zest,NULL,9137,unknown,45,20,9.0,2,3,12,16,N/A,2022-10-01 00:00:00,NULL
nan,Modern Trade,Small Co C,JUICES,Energy Snap,14228,9314,-10,25,44,20.0,2,7,25,15,4825.46,April 2022,14.228 kiloliters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,2020-11-01 00:00:00,70.0 kiloliters
CENTRAL RURAL,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,,9715,NULL,65,70,7.0,15,25,40,30,20239.58,2021-12-01 00:00:00,
SOUTH URBAN,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,8864,unknown,95,98,3.0,35,45,60,50,55400.0,July 2021,150000 liters
SOUTH RURAL,Traditional Trade,Small Co C,Milk Tea,Energy Snap,,8307,unknown,38,41,20.0,4,1,15,9,4350.21,2021-02-01 00:00:00, liters
n/a,Modern Trade,Vinalac,YOGURT DRINKS,Probee Light,150000,9729,unknown,95,98,3.0,35,45,60,50,nan,April 2022,150000 liters
SOUTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,nan,8864,unknown,95,98,3.0,35,45,60,50,55400.0,2023-01-01 00:00:00,nan liters
central rural,Traditional Trade,Tran Hip Pat,,Dr Tien Light,50000,8951,unknown,65,70,7.0,15,25,40,30,18647.92,2021-01-01 00:00:00,50.0 kiloliters
south urban,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,N/A,9729,N/A,95,98,3.0,35,45,60,50,60806.25,August 2020,N/A liters
north rural,Traditional Trade,Vinalac,Yogurt Drinks,Probee,100000,9536,unknown,80,85,5.0,25,35,50,40,39733.33,January 2020,100.0 kiloliters
central rural,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2022-05-01 00:00:00,50000 liters
NORTH RURAL,Traditional Trade,Vinalac,,Probee,100000,9536,unknown,80,85,5.0,25,35,50,40,39733.33,2024-11-01 00:00:00,100000 liters
central urban,Modern Trade,URZ,Water,Great Aqua,80000,9922,4,75,80,6.0,20,30,45,35,33073.33,November 2021,80.0 kiloliters
north urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,2025-01-01 00:00:00,120000 liters
NORTH URBAN,Modern Trade,Tran Hip Pat,HERBAL TEA,Dr Tien,120000,8758,5,90,95,4.0,30,40,55,45,N/A,2022-04-01 00:00:00,120000 liters
north rural,Traditional Trade,Vinalac,Yogurt Drinks,Probee,100000,NULL,7,80,85,5.0,25,35,50,40,39733.33,September 2020,100000 liters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Null,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2021-11-01 00:00:00,50000 liters
south urban,Modern Trade,URZ,Juices,URZ Prime,150000,9958,8,95,98,3.0,35,45,60,50,62237.5,2022-08-01 00:00:00,150.0 kiloliters
SOUTH URBAN,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,NULL,8,95,98,3.0,35,45,60,50,60806.25,NULL,150.0 kiloliters
NAN,Traditional Trade,Vinalac,,Vinalac Prime Tea,70000,9655,,70,75,6.0,20,30,50,40,28160.42,2024-02-01 00:00:00,70000 liters
nan,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,unknown,75,80,6.0,20,30,45,35,NULL,2020-02-01 00:00:00,80.0 kiloliters
SOUTH URBAN,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,8864,unknown,95,98,3.0,35,45,60,50,55400.0,August 2021,150.0 kiloliters
CENTRAL URBAN,Modern Trade,Tran Hip Pat,NAN,THP Fresh,80000,8438,4,75,80,6.0,20,30,45,35,28126.67,NULL,80.0 kiloliters
south urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,150000,8864,unknown,95,98,3.0,35,45,60,50,55400.0,2022-08-01 00:00:00,150.0 kiloliters
SOUTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,150000,NULL,8,95,98,3.0,35,45,60,50,55400.0,2022-10-01 00:00:00,150000 liters
north rural,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,100000,9520,NULL,80,85,5.0,25,35,50,40,39666.67,2025-01-01 00:00:00,100000 liters
SOUTH URBAN,Modern Trade,Tran Hip Pat,Nan,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,December 2020,150.0 kiloliters
central rural,Traditional Trade,Vinalac,MILK,Vinalac Sweet,50000,9362,unknown,65,70,7.0,15,25,40,30,19504.17,2024-10-01 00:00:00,50000 liters
n/a,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,N/A,70,75,6.0,20,30,50,40,23423.75,2024-02-01 00:00:00,70.0 kiloliters
NORTH URBAN,Modern Trade,Cora Cale,Carbonated Soft Drinks,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,40575.0,2022-12-01 00:00:00,120000 liters
north rural,Traditional Trade,Tran Hip Pat,N/A,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,June 2023,100.0 kiloliters
north rural,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,unknown,80,85,5.0,25,35,50,40,36304.17,February 2023,100.0 kiloliters
NORTH RURAL,Traditional Trade,Vinalac,Yogurt Drinks,Probee,nan,9536,unknown,80,85,5.0,25,35,50,40,39733.33,2020-05-01 00:00:00,nan
NORTH URBAN,Modern Trade,Small Co J,Juices,Healthy Sip,5945,9197,0,10,25,14.0,2,8,11,12,3393.27,2023-09-01 00:00:00,5.945 kiloliters
north rural,Traditional Trade,Cora Cale,WATER,Flavored Aqua,100000,8815,7,80,85,5.0,25,35,50,40,36729.17,November 2021,100.0 kiloliters
NORTH RURAL,Traditional Trade,Vinalac,N/A,Probee,N/A,9536,7,80,85,5.0,25,35,50,40,nan,2023-07-01 00:00:00,N/A
